PERATURAN,BAB,PASAL
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 6  (1) Pemerintah Daerah berkewajiban dan bertanggungjawab dalam upaya pemberdayaan perempuan. (2) Upaya pemberdayaan perempuan sebagaimana dimaksud pada ayat (1) dilakukan secara terpadu sesuai dengan peraturan perundang- undangan yang berlaku.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 7  Penyelenggaraan    pemberdayaan     perempuan   di  bidang ekonomi sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 5 ayat (2) dilaksanakan melalui: a pemberian keterampilan dan pelatihan kerja; b fasilitasi pembentukan kelompok usaha ekonomi produktif; c fasilitasi penguatan dan pengembangan kelompok usaha ekonomi produktif; d fasilitasi dan bantuan permodalan; dan e fasilitasi pengembangan jaringan pemasaran.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 8  Pemberdayaan perempuan di bidang sosial budaya sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 5 ayat (2) dilaksanakan melalui: a peningkatan     pengetahuan,   sikap    dan  keterampilan   untuk mendorong pemenuhan pendidikan secara berjenjang sesuai dengan potensi untuk meningkatkan status sosial; b peningkatan kesadaran, kemauan dan kemampuan untuk mengatasi permasalahan kesehatan melalui upaya promotif, preventif, kuratif, dan rehabilitatif yang berkualitas utamanya di bidang kesehatan reproduksi. c peningkatan kesadaran dan pengetahuan tentang perencanaan keluarga mandiri, sehat dan sejahtera termasuk akses layanan konsultasi dan pencatatan perkawinan; dan d fasilitasi dan upaya pelestarian adat istiadat dan pengembangan ilmu pengetahuan, teknologi, seni dan budaya untuk kemajuan perempuan. "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 9  (1) Penyelenggaraan pemberdayaan perempuan di bidang politik sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 5 ayat (2) meliputi : a pelibatan perempuan dalam pengambilan keputusan di berbagai level; b pemberian kesempatan bagi perempuan untuk menduduki jabatan publik; c partisipasi dalam pemilihan umum; dan d pengembangan      diri   melalui organisasi untuk berserikat, berkumpul dan mengeluarkan pendapat. (2) Penyelenggaraan pemberdayaan perempuan di bidang politik sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 10  (1) Penyelenggaraan pemberdayaan perempuan di bidang            hukum sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 5 ayat (2) meliputi : a peningkatan kesadaran dan pengetahuan di bidang          hukum melalui layanan komunikasi, informasi dan edukasi; dan b fasilitasi akses dan layanan konsultasi hukum. (2) Penyelenggaraan pemberdayaan perempuan di bidang            hukum sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai      dengan peraturan perundang-undangan yang berlaku.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 11  (1) Untuk melaksanakan Pemberdayaan Perempuan sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 6, Pemerintah Daerah menyelenggarakan pengarusutamaan gender meliputi: a menetapkan pelaksanaan pengarusutamaan gender; b mengoordinasikan, memfasilitasi, dan mediasi pengarusutamaan gender; c memfasilitasi penguatan kelembagaan dan pengembangan mekanisme pengarusutamaan gender pada lembaga pemerintah, pusat studi wanita, lembaga penelitian dan pengembangan, lembaga non pemerintah; d melaksanakan pengarusutamaan gender yang terkait dengan bidang pembangunan, pendidikan, kesehatan, ekonomi, hukum, Hak Asasi Manusia dan politik, lingkungan dan sosial budaya; e meningkatkan kualitas hidup perempuan terkait dengan bidang pembangunan, pendidikan, kesehatan, ekonomi, hukum, Hak Asasi Manusia dan politik, lingkungan dan sosial budaya; f mengintegrasikan upaya peningkatan kualitas hidup perempuan terkait dengan bidang pembangunan, pendidikan, kesehatan, ekonomi, hukum, Hak Asasi Manusia dan politik, lingkungan dan sosial budaya; g mengoordinasikan pelaksanaan peningkatan kualitas hidup perempuan terkait dengan bidang pembangunan, pendidikan, kesehatan, ekonomi, hukum, Hak Asasi Manusia dan politik, lingkungan dan sosial budaya; h   menyelenggarakan      perlindungan      perempuan      terutama perlindungan   terhadap    korban    kekerasan,   tenaga   kerja perempuan,    perempuan      lanjut   usia,   dan    perempuan penyandang cacat, di daerah konflik dan daerah yang terkena bencana; i memfasilitasi pengintegrasian perlindungan perempuan terutama perlindungan   terhadap     korban    kekerasan, tenaga    kerja perempuan,    perempuan       lanjut    usia    dan perempuan penyandang cacat, di daerah konflik dan daerah yang terkena bencana; j mengoordinasikan      perlindungan       perempuan      terutama perlindungan   terhadap    korban    kekerasan,   tenaga   kerja perempuan,    perempuan      lanjut    usia   dan    perempuan penyandang cacat; k memfasilitasi penguatan dan pengembangan jaringan kerja lembaga atau organisasi kemasyarakatan dan dunia usaha untuk pelaksanaan pengarusutamaan gender; l mengembangkan sistem infomasi berbasis gender; dan m menyediakan dan menyelenggarakan layanan terpadu ataupun tidak terpadu terhadap perempuan korban kekerasan, tenaga kerja perempuan, perempuan lanjut usia, dan perempuan penyandang cacat. (2) Ketentuan lebih lanjut mengenai bentuk-bentuk pemberdayaan perempuan dan mekanisme pengarusutamaan gender sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Bupati.   Paragraf 3 Peran Serta Masyarakat "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 12  (1) Untuk melakukan pemberdayaan perempuan sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 6, Pemerintah Daerah dapat melibatkan peran serta masyarakat. (2) Peran serta masyarakat sebagaimana dimaksud pada ayat (1) dilakukan oleh perseorangan, Lembaga Sosial Kemasyarakatan, lembaga keagamaan dan/atau lembaga lain yang sah.   Bagian Kedua Perlindungan Anak Paragraf 1 Hak dan Kewajiban Anak "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 13  Setiap anak berhak mendapatkan : a. pencatatan kelahiran; b. kesehatan; c. pendidikan; dan d. kesejahteraan sosial. 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 14  Setiap anak mempunyai kewajiban untuk: a. menghormati orang tua, wali dan guru; b. mencintai keluarga, masyarakat dan menyayangi teman; c. mencintai tanah air, bangsa dan negara; d. menunaikan ibadah sesuai dengan agama dan kepercayaannya; e. belajar dan mengembangkan diri sesuai dengan kemampuan dan bakat, minatnya; dan f. berbudi pekerti luhur.   Paragraf 2 Pencatatan Kelahiran "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 15  Penyelenggaraan    Pemenuhan     Hak  Anak   dibidang         pencatatan kelahiran, sebagaimana dimaksud dalam "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 13                 huruf a, Pemerintah    Daerah   berkewajiban  menyelenggarakan         pencatatan kelahiran anak dengan penerbitan akta kelahiran sesuai         ketentuan peraturan perundang-undangan.   Paragraf 3 Kesehatan "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 16  (1) Penyelenggaraan Pemenuhan Hak Anak di bidang kesehatan sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 13 huruf b, Pemerintah Daerah wajib menyediakan fasilitas dan menyelenggarakan layanan kesehatan yang komprehensif bagi anak, agar setiap anak memperoleh     derajat     kesehatan    yang   optimal    sejak dalam kandungan      yang     dilakukan     bertahap    disesuaikan dengan kemampuan keuangan daerah serta didukung oleh peran serta masyarakat. (2) Layanan     kesehatan yang komprehensif sebagaimana dimaksud pada ayat (1) meliputi: a upaya promotif, preventif, kuratif dan rehabilitatif untuk pelayanan kesehatan dasar; b pembebasan dari beban biaya bagi anak gizi buruk, anak yang menjalani cuci darah karena gagal ginjal, anak penderita thalasemia     mayor,     anak    penyandang     disabilitas, anak berkebutuhan khusus, anak jalanan,            anak yang terinfeksi HIV/AIDS,      pekerja    anak,    anak    korban penyalahgunaan narkotika, alkohol, psikotropika dan zat adiktif lainnya (NAPZA), anak yang menjadi korban kekerasan, seperti penelantaran, tereksploitasi secara ekonomi, seksual dan korban perdagangan orang. (3) Anak sebagaimana dimaksud pada ayat (2) adalah anak dari keluarga miskin kecuali yang diatur berbeda sesuai dengan program pembiayaan kesehatan yang ditetapkan pemerintah. "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 17  Pemerintah Daerah, masyarakat, keluarga dan orang tua wajib mengusahakan agar anak yang lahir terhindar dari penyakit yang mengancam kelangsungan hidup dan/atau menimbulkan kecacatan.   Paragraf 4 Pendidikan "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 18  (1) Penyelenggaraan Pemenuhan Hak Anak        dibidang pendidikan sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 13 huruf c, Pemerintah Daerah menjamin terselenggaranya program wajib belajar 12 (dua belas) tahun untuk semua anak. (2) Setiap penyelenggara satuan pendidikan wajib memberikan kesempatan kepada anak untuk memperoleh layanan pendidikan tanpa diskriminasi.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 19  Setiap penyelenggara satuan pendidikan dilarang mengeluarkan anak dari   lembaga    pendidikan    kecuali ada    jaminan    terhadap keberlangsungan pendidikan anak.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 20  Setiap penyelenggara satuan pendidikan wajib berkoordinasi dengan instansi terkait perlindungan anak apabila mendapati anak putus sekolah karena menjadi korban tindak kekerasan.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 21  Anak penyandang disabilitas dan anak berkebutuhan khusus diberikan kesempatan yang sama untuk memperoleh layanan pendidikan formal, nonformal dan informal, termasuk pendidikan luar biasa dan inklusi.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 22  Pendidikan Anak Usia Dini bagi anak usia 0 (nol) sampai dengan 3 (tiga) tahun dan 4 (empat) sampai dengan 6 (enam) tahun dapat diselenggarakan oleh lembaga Posyandu, Taman Posyandu, Pos Pendidikan Anak Usia Dini dan lembaga satuan Pendidikan Anak Usia Dini sejenis. "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 23  Bagi anak yang tidak menempuh pendidikan formal, dapat menempuh pendidikan melalui satuan pendidikan nonformal meliputi: a Bagi anak yang telah berusia 14 (empat belas) tahun keatas dan tidak menempuh pendidikan formal SD atau sederajat dapat menempuh pendidikan nonformal Paket A atau setara Sekolah Dasar (SD)/Madrasah Ibtidaiyah (MI); b Bagi anak yang telah berusia 17 (tujuh belas) tahun keatas dan tidak menempuh pendidikan formal SMP atau sederajat dapat menempuh pendidikan nonformal Paket B atau setara Sekolah Menengah Pertama (SMP)/Madrasah Tsanawiyah (MTs); atau c Bagi anak yang telah berusia 21 (dua puluh satu) tahun keatas dan tidak menempuh pendidikan       formal SMP atau sederajat dapat menempuh pendidikan nonformal Paket C atau setara Sekolah Menengah     Atas    (SMA)/Sekolah       Menengah         Kejuruan (SMK)/Madrasah Aliyah/Madrasah Aliyah Kejuruan (MAK);   Paragraf 5 Kesejahteraan Sosial "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 24  (1) Penyelenggaraan Perlindungan dan pemberdayaan anak dibidang kesejahteraan sosial sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 13 huruf d, Pemerintah Daerah wajib menyelenggarakan kesejahteraan sosial bagi: a. anak yang berhadapan dengan hukum; b. anak korban kekerasan yang tereksploitasi secara ekonomi dan seksual, anak terlantar, anak korban penculikan dan anak korban perdagangan orang; c. anak korban penyalahgunaan narkotika, alkohol, psikotropika dan zat adiktif lainnya (NAPZA); d. anak terinfeksi HIV/AIDS; e. anak yang tidak mempunyai orang tua dan diasuh oleh pihak lain atau keluarga yang tidak mampu; f. anak jalanan; g. anak korban bencana alam atau bencana sosial; h. anak penyandang disabilitas; i. anak keluarga buruh migran; j. anak yang hidup di dalam atau di sekitar lokasi prostitusi; dan k. anak korban perlakuan salah lainnya. (2) Kesejahteraan sosial sebagaimana dimaksud pada ayat (1) dapat berupa penyediaan layanan: a kesehatan; b pendidikan; c bantuan hukum; d pendampingan; e bimbingan sosial, mental dan spiritual; f rehabilitasi sosial; g pemberdayaan; h bantuan sosial; dan/atau i reintegrasi. "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 25  (1) Pemerintah Daerah wajib melindungi pemenuhan hak pekerja anak pada sektor informal. (2) Pekerja Anak pada sektor informal sebagaimana dimaksud pada ayat (1) meliputi: a pekerja rumah tangga; b penyemir sepatu; c pedagang asongan; d pemulung; e tukang parkir; f anak yang bekerja di bidang pertanian, peternakan           dan perkebunan; g anak yang bekerja di bidang pertambangan; dan h pekerjaan sektor informal lainnya yang mempekerjakan anak. (3) Setiap orang yang mempekerjakan anak pada sektor informal wajib memperhatikan persyaratan: a usia minimal 15 (lima belas) tahun, kecuali bagi kategori Bentuk Pekerjaan Terburuk Anak minimal 18 (delapan belas) tahun; b mendapat persetujuan tertulis dari orangtua/wali pekerja anak; c memiliki perjanjian kerja tertulis antara majikan dengan orang tua/wali pekerja anak dan mendapat pengesahan dari instansi yang berwenang; d tidak dipekerjakan pada malam hari; e waktu kerja paling lama 3 (tiga) jam dalam sehari; f tidak dipekerjakan pada tempat atau lingkungan yang dapat mengganggu proses tumbuh kembang anak, baik fisik, mental, moral dan intelektual maupun kesehatan anak; g memberi kesempatan untuk mendapat pendidikan sesuai dengan bakat dan minatnya; h mempekerjakan untuk jenis pekerjaan yang ringan; dan i memberikan kesempatan libur satu hari dalam seminggu.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 26  Pemenuhan Hak Anak sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 25 berupa: a penyuluhan kepada para pemangku kepentingan tentang hak-hak anak; b bantuan layanan psikologi, medis dan hukum dan reintegrasi sosial ekonomi; c pemberdayakan keluarga melalui pemberian pelatihan, stimulan modal usaha dan pendampingan; d beasiswa untuk melanjutkan pendidikan formal    ke jenjang yang lebih tinggi; dan e pendidikan nonformal dan pelatihan ketrampilan bagi yang tidak menempuh pendidikan formal. Bagian Ketiga Bentuk Kekerasan "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 27  Bentuk-bentuk kekerasan meliputi: a. kekerasan fisik; b. kekerasan psikis; c. kekerasan seksual; d. penelantaran; e. eksploitasi; dan/atau f. kekerasan lainnya.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 28  Kekerasan fisik sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 27 huruf a disebabkan karena perbuatan yang mengakibatkan rasa sakit, cedera, luka atau cacat pada tubuh seseorang, gugurnya kandungan, pingsan dan/atau menyebabkan kematian.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 29  Kekerasan psikis sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 27 huruf b disebabkan karena perbuatan yang mengakibatkan ketakutan, hilangnya rasa percaya diri, hilangnya kemampuan untuk bertindak, rasa tidak berdaya dan/atau penderitaan psikis berat pada seseorang.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 30  Kekerasan seksual sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 27 huruf c disebabkan karena : a. perbuatan yang berupa pelecehan seksual; b. pemaksaan hubungan seksual; c. pemaksaan hubungan seksual dengan tidak wajar atau tidak disukai; dan/atau d. pemaksaan hubungan seksual dengan orang lain untuk tujuan komersial dan/atau tujuan tertentu.   
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 31  Penelantaran sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 27 huruf d disebabkan karena : a. perbuatan yang mengakibatkan tidak terpenuhinya kebutuhan anak secara wajar, baik fisik, mental, spiritual maupun sosial yang dilakukan oleh orang tua, wali, atau pihak lain manapun yang bertanggung jawab atas pengasuhannya; b. perbuatan mengabaikan dengan sengaja untuk memelihara, merawat, atau mengurus anak sebagaimana mestinya yang dilakukan oleh orang tua, wali, atau pihak lain yang bertanggung jawab atas pengasuhannya; c. perbuatan menelantarkan orang dalam lingkup rumah tangganya, padahal menurut hukum yang berlaku baginya atau karena persetujuan atau perjanjian ia wajib memberikan kehidupan, perawatan, atau pemeliharaan kepada orang tersebut; dan/atau d. perbuatan yang mengakibatkan ketergantungan ekonomi dengan cara membatasi dan/atau melarang untuk bekerja yang layak di dalam atau di luar rumah sehingga korban berada dibawah kendali orang tersebut.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK, 32  Eksploitasi sebagaimana dimaksud dalam 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 27 huruf e disebabkan karena : a. perbuatan yang mengeksploitasi ekonomi atau seksual dengan maksud untuk menguntungkan diri sendiri atau orang lain; b. perbuatan yang dengan atau tanpa persetujuan korban antara lain pelacuran, kerja atau pelayanan paksa, perbudakan atau praktik serupa, penindasan, pemerasan, pemanfaatan fisik, seksual, organ reproduksi, atau secara melawan hukum memindahkan atau mentransplantasi organ dan/atau jaringan tubuh atau memanfaatkan tenaga atau kemampuan seseorang oleh pihak lain untuk mendapatkan keuntungan materiil atau immateriil; dan/atau c. segala bentuk pemanfaatan organ tubuh seksual atau organ tubuh lain dari korban untuk mendapatkan keuntungan, termasuk tetapi tidak terbatas pada semua kegiatan pelacuran atau pencabulan.   "
